8.5141 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
9.4689 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x13702e898>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x137b80a90>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([2880, 1800]), stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4689 	EXP 	window1: recordFrameIntervals = False
9.6349 	EXP 	window1: recordFrameIntervals = True
9.8185 	EXP 	window1: recordFrameIntervals = False
11.9051 	EXP 	Created Welcome_Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Welcome_Text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
12.0190 	EXP 	Created Instructions_Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instructions_Text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
12.0507 	EXP 	Sound  set volume 1.000
12.0573 	EXP 	Created Delay = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Delay', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='\n+\n', units='height', win=Window(...), wrapWidth=1)
12.0581 	EXP 	Created ISI = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ISI', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='', units='height', win=Window(...), wrapWidth=1)
12.0583 	EXP 	Sound  set volume 1.000
12.0605 	EXP 	Sound  set volume 1.000
12.0612 	EXP 	Sound  set volume 1.000
12.1246 	EXP 	Created Interval1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1, italic=False, languageStyle='LTR', name='Interval1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='1', units='height', win=Window(...), wrapWidth=1)
12.1323 	EXP 	Created Interval2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1, italic=False, languageStyle='LTR', name='Interval2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='2', units='height', win=Window(...), wrapWidth=1)
12.1713 	EXP 	Created Question_Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Question_Text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
12.1807 	EXP 	Created Feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Feedback_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='FEEDBACK', units='height', win=Window(...), wrapWidth=1)
12.2024 	EXP 	Created Next_Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Next_Text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Press SPACE to start the next trial', units='height', win=Window(...), wrapWidth=1)
12.6728 	EXP 	Welcome_Text: autoDraw = True
13.3341 	DATA 	Keypress: space
13.3397 	EXP 	Welcome_Text: autoDraw = False
13.3397 	EXP 	Instructions_Text: autoDraw = True
13.7093 	EXP 	Imported conditions.xlsx as conditions, 5 conditions, 5 params
13.7101 	EXP 	Created sequence: random, trialTypes=5, nReps=5, seed=None
13.7111 	EXP 	New trial (rep=0, index=0): OrderedDict([('interval', 2), ('probe1', 0), ('probe2', 1), ('startProbe1', 0.0), ('startProbe2', 0.2)])
13.7174 	DATA 	Keypress: space
13.7225 	EXP 	Instructions_Text: autoDraw = False
13.7225 	EXP 	Delay: autoDraw = True
14.7226 	EXP 	Delay: autoDraw = False
14.7394 	EXP 	Interval1: autoDraw = True
15.0225 	EXP 	Interval1: autoDraw = False
15.0394 	EXP 	ISI: autoDraw = True
15.8227 	EXP 	ISI: autoDraw = False
15.8395 	EXP 	Interval2: autoDraw = True
16.4392 	EXP 	Delay: autoDraw = False
16.4392 	EXP 	ISI: autoDraw = False
16.4392 	EXP 	Interval1: autoDraw = False
16.4392 	EXP 	Interval2: autoDraw = False
16.4392 	EXP 	Question_Text: autoDraw = True
16.8445 	DATA 	Keypress: 2
16.8558 	EXP 	Question_Text: autoDraw = False
16.8558 	EXP 	Feedback_text: color = 'white (named)'
16.8558 	EXP 	Feedback_text: color = '[0.  0.5 0. ] (rgb)'
16.8558 	EXP 	Feedback_text: autoDraw = True
18.1725 	EXP 	Feedback_text: autoDraw = False
18.1725 	EXP 	Feedback_text: autoDraw = False
18.1725 	EXP 	Next_Text: autoDraw = True
18.5082 	EXP 	New trial (rep=0, index=1): OrderedDict([('interval', 2), ('probe1', 0), ('probe2', 1), ('startProbe1', 0.0), ('startProbe2', 0.2)])
18.5115 	DATA 	Keypress: space
18.5224 	EXP 	Next_Text: autoDraw = False
18.5224 	EXP 	Delay: autoDraw = True
19.5223 	EXP 	Delay: autoDraw = False
19.5393 	EXP 	Interval1: autoDraw = True
19.8224 	EXP 	Interval1: autoDraw = False
19.8393 	EXP 	ISI: autoDraw = True
20.6224 	EXP 	ISI: autoDraw = False
20.6391 	EXP 	Interval2: autoDraw = True
20.9224 	EXP 	Interval2: autoDraw = False
21.2391 	EXP 	Delay: autoDraw = False
21.2391 	EXP 	ISI: autoDraw = False
21.2391 	EXP 	Interval1: autoDraw = False
21.2391 	EXP 	Interval2: autoDraw = False
21.2391 	EXP 	Question_Text: autoDraw = True
22.5096 	DATA 	Keypress: 2
22.5223 	EXP 	Question_Text: autoDraw = False
22.5223 	EXP 	Feedback_text: color = 'white (named)'
22.5223 	EXP 	Feedback_text: color = '[0.  0.6 0. ] (rgb)'
22.5223 	EXP 	Feedback_text: autoDraw = True
23.8391 	EXP 	Feedback_text: autoDraw = False
23.8391 	EXP 	Feedback_text: autoDraw = False
23.8391 	EXP 	Next_Text: autoDraw = True
24.1904 	EXP 	New trial (rep=0, index=2): OrderedDict([('interval', 1), ('probe1', 1), ('probe2', 0), ('startProbe1', 0.2), ('startProbe2', 0.0)])
24.1946 	DATA 	Keypress: space
24.2057 	EXP 	Next_Text: autoDraw = False
24.2057 	EXP 	Delay: autoDraw = True
25.2065 	EXP 	Delay: autoDraw = False
25.2224 	EXP 	Interval1: autoDraw = True
25.5065 	EXP 	Interval1: autoDraw = False
25.5224 	EXP 	ISI: autoDraw = True
26.3058 	EXP 	ISI: autoDraw = False
26.3224 	EXP 	Interval2: autoDraw = True
26.6056 	EXP 	Interval2: autoDraw = False
26.9393 	EXP 	Delay: autoDraw = False
26.9393 	EXP 	ISI: autoDraw = False
26.9393 	EXP 	Interval1: autoDraw = False
26.9393 	EXP 	Interval2: autoDraw = False
26.9393 	EXP 	Question_Text: autoDraw = True
27.3756 	DATA 	Keypress: 1
27.3892 	EXP 	Question_Text: autoDraw = False
27.3892 	EXP 	Feedback_text: color = 'white (named)'
27.3892 	EXP 	Feedback_text: color = '[0.  0.7 0. ] (rgb)'
27.3892 	EXP 	Feedback_text: autoDraw = True
28.6891 	EXP 	Feedback_text: autoDraw = False
28.6891 	EXP 	Feedback_text: autoDraw = False
28.6891 	EXP 	Next_Text: autoDraw = True
29.0409 	EXP 	New trial (rep=0, index=3): OrderedDict([('interval', 1), ('probe1', 1), ('probe2', 0), ('startProbe1', 0.2), ('startProbe2', 0.0)])
29.0452 	DATA 	Keypress: space
29.0557 	EXP 	Next_Text: autoDraw = False
29.0557 	EXP 	Delay: autoDraw = True
30.0557 	EXP 	Delay: autoDraw = False
30.0724 	EXP 	Interval1: autoDraw = True
30.3556 	EXP 	Interval1: autoDraw = False
30.3723 	EXP 	ISI: autoDraw = True
31.1558 	EXP 	ISI: autoDraw = False
31.1729 	EXP 	Interval2: autoDraw = True
31.4555 	EXP 	Interval2: autoDraw = False
31.7556 	EXP 	Delay: autoDraw = False
31.7556 	EXP 	ISI: autoDraw = False
31.7556 	EXP 	Interval1: autoDraw = False
31.7556 	EXP 	Interval2: autoDraw = False
31.7556 	EXP 	Question_Text: autoDraw = True
32.2422 	DATA 	Keypress: 1
32.2555 	EXP 	Question_Text: autoDraw = False
32.2555 	EXP 	Feedback_text: color = 'white (named)'
32.2555 	EXP 	Feedback_text: color = '[0.  0.8 0. ] (rgb)'
32.2555 	EXP 	Feedback_text: autoDraw = True
33.5390 	EXP 	Feedback_text: autoDraw = False
33.5390 	EXP 	Feedback_text: autoDraw = False
33.5390 	EXP 	Next_Text: autoDraw = True
33.8570 	EXP 	New trial (rep=0, index=4): OrderedDict([('interval', 1), ('probe1', 1), ('probe2', 0), ('startProbe1', 0.2), ('startProbe2', 0.0)])
33.8603 	DATA 	Keypress: space
33.8722 	EXP 	Next_Text: autoDraw = False
33.8722 	EXP 	Delay: autoDraw = True
34.8722 	EXP 	Delay: autoDraw = False
34.8889 	EXP 	Interval1: autoDraw = True
35.1723 	EXP 	Interval1: autoDraw = False
35.1889 	EXP 	ISI: autoDraw = True
35.9722 	EXP 	ISI: autoDraw = False
35.9890 	EXP 	Interval2: autoDraw = True
36.2722 	EXP 	Interval2: autoDraw = False
36.5724 	EXP 	Delay: autoDraw = False
36.5724 	EXP 	ISI: autoDraw = False
36.5724 	EXP 	Interval1: autoDraw = False
36.5724 	EXP 	Interval2: autoDraw = False
36.5724 	EXP 	Question_Text: autoDraw = True
37.0268 	DATA 	Keypress: 1
37.0391 	EXP 	Question_Text: autoDraw = False
37.0391 	EXP 	Feedback_text: color = 'white (named)'
37.0391 	EXP 	Feedback_text: color = '[0.  0.9 0. ] (rgb)'
