3.9623 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
18.4990 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023B3BBA4240>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023B3BBF8AC8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.4991 	EXP 	window1: recordFrameIntervals = False
18.6654 	EXP 	window1: recordFrameIntervals = True
18.8490 	EXP 	window1: recordFrameIntervals = False
19.1680 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
19.1925 	EXP 	Sound sound_1 set volume 1.000
19.2114 	EXP 	Created question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='question_text', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=array([255., 255., 255.]), text="'Does your db SPL meter read 113 db SPL?'", units='height', win=Window(...), wrapWidth=1)
19.2168 	EXP 	Created level_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='level_text', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
19.2475 	EXP 	text: autoDraw = True
20.9881 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (11).
20.9961 	DATA 	Keypress: space
21.0007 	EXP 	text: autoDraw = False
21.0007 	EXP 	level_text: text = 0.1
21.0007 	EXP 	question_text: autoDraw = True
21.0007 	EXP 	level_text: autoDraw = True
51.0165 	EXP 	question_text: autoDraw = False
51.0165 	EXP 	level_text: autoDraw = False
51.0165 	EXP 	level_text: text = 0.6309573444801934
51.0165 	EXP 	question_text: autoDraw = True
51.0165 	EXP 	level_text: autoDraw = True
55.0260 	DATA 	Keypress: up
55.0349 	EXP 	question_text: autoDraw = False
55.0349 	EXP 	level_text: autoDraw = False
55.0349 	EXP 	level_text: text = 1
55.0349 	EXP 	question_text: autoDraw = True
55.0349 	EXP 	level_text: autoDraw = True
55.7403 	DATA 	Keypress: up
55.7691 	EXP 	question_text: autoDraw = False
55.7691 	EXP 	level_text: autoDraw = False
55.7691 	EXP 	level_text: text = 1
55.7691 	EXP 	question_text: autoDraw = True
55.7691 	EXP 	level_text: autoDraw = True
80.4550 	DATA 	Keypress: down
80.4604 	EXP 	question_text: autoDraw = False
80.4604 	EXP 	level_text: autoDraw = False
80.4604 	EXP 	level_text: text = 0.15848931924611132
80.4604 	EXP 	question_text: autoDraw = True
80.4604 	EXP 	level_text: autoDraw = True
85.3259 	DATA 	Keypress: up
85.3319 	EXP 	question_text: autoDraw = False
85.3319 	EXP 	level_text: autoDraw = False
85.3319 	EXP 	level_text: text = 0.630957344480193
85.3319 	EXP 	question_text: autoDraw = True
85.3319 	EXP 	level_text: autoDraw = True
87.5081 	DATA 	Keypress: up
87.5175 	EXP 	question_text: autoDraw = False
87.5175 	EXP 	level_text: autoDraw = False
87.5175 	EXP 	level_text: text = 1
87.5175 	EXP 	question_text: autoDraw = True
87.5175 	EXP 	level_text: autoDraw = True
87.9062 	DATA 	Keypress: up
87.9347 	EXP 	question_text: autoDraw = False
87.9347 	EXP 	level_text: autoDraw = False
87.9347 	EXP 	level_text: text = 1
87.9347 	EXP 	question_text: autoDraw = True
87.9347 	EXP 	level_text: autoDraw = True
88.2453 	DATA 	Keypress: down
88.2515 	EXP 	question_text: autoDraw = False
88.2515 	EXP 	level_text: autoDraw = False
88.2515 	EXP 	level_text: text = 0.251188643150958
88.2515 	EXP 	question_text: autoDraw = True
88.2515 	EXP 	level_text: autoDraw = True
88.4949 	DATA 	Keypress: down
88.5015 	EXP 	question_text: autoDraw = False
88.5015 	EXP 	level_text: autoDraw = False
88.5015 	EXP 	level_text: text = 0.06309573444801933
88.5015 	EXP 	question_text: autoDraw = True
88.5015 	EXP 	level_text: autoDraw = True
88.6571 	DATA 	Keypress: down
88.6852 	EXP 	question_text: autoDraw = False
88.6852 	EXP 	level_text: autoDraw = False
88.6852 	EXP 	level_text: text = 0.015848931924611138
88.6852 	EXP 	question_text: autoDraw = True
88.6852 	EXP 	level_text: autoDraw = True
88.8075 	DATA 	Keypress: down
88.8353 	EXP 	question_text: autoDraw = False
88.8353 	EXP 	level_text: autoDraw = False
88.8353 	EXP 	level_text: text = 0.003981071705534973
88.8353 	EXP 	question_text: autoDraw = True
88.8353 	EXP 	level_text: autoDraw = True
88.9779 	DATA 	Keypress: down
88.9858 	EXP 	question_text: autoDraw = False
88.9858 	EXP 	level_text: autoDraw = False
88.9858 	EXP 	level_text: text = 0.0010000000000000002
88.9858 	EXP 	question_text: autoDraw = True
88.9858 	EXP 	level_text: autoDraw = True
89.1626 	DATA 	Keypress: up
89.1687 	EXP 	question_text: autoDraw = False
89.1687 	EXP 	level_text: autoDraw = False
89.1687 	EXP 	level_text: text = 0.0025118864315095807
89.1687 	EXP 	question_text: autoDraw = True
89.1687 	EXP 	level_text: autoDraw = True
89.3287 	DATA 	Keypress: up
89.3358 	EXP 	question_text: autoDraw = False
89.3358 	EXP 	level_text: autoDraw = False
89.3358 	EXP 	level_text: text = 0.006309573444801934
89.3358 	EXP 	question_text: autoDraw = True
89.3358 	EXP 	level_text: autoDraw = True
89.4644 	DATA 	Keypress: up
89.4694 	EXP 	question_text: autoDraw = False
89.4694 	EXP 	level_text: autoDraw = False
89.4694 	EXP 	level_text: text = 0.015848931924611138
89.4694 	EXP 	question_text: autoDraw = True
89.4694 	EXP 	level_text: autoDraw = True
89.6148 	DATA 	Keypress: up
89.6196 	EXP 	question_text: autoDraw = False
89.6196 	EXP 	level_text: autoDraw = False
89.6196 	EXP 	level_text: text = 0.039810717055349734
89.6196 	EXP 	question_text: autoDraw = True
89.6196 	EXP 	level_text: autoDraw = True
89.7787 	DATA 	Keypress: up
89.7863 	EXP 	question_text: autoDraw = False
89.7863 	EXP 	level_text: autoDraw = False
89.7863 	EXP 	level_text: text = 0.10000000000000002
89.7863 	EXP 	question_text: autoDraw = True
89.7863 	EXP 	level_text: autoDraw = True
89.9630 	DATA 	Keypress: up
89.9699 	EXP 	question_text: autoDraw = False
89.9699 	EXP 	level_text: autoDraw = False
89.9699 	EXP 	level_text: text = 0.25118864315095807
89.9699 	EXP 	question_text: autoDraw = True
89.9699 	EXP 	level_text: autoDraw = True
90.1794 	DATA 	Keypress: up
90.1867 	EXP 	question_text: autoDraw = False
90.1867 	EXP 	level_text: autoDraw = False
90.1867 	EXP 	level_text: text = 0.6309573444801934
90.1867 	EXP 	question_text: autoDraw = True
90.1867 	EXP 	level_text: autoDraw = True
91.5123 	DATA 	Keypress: up
91.5213 	EXP 	question_text: autoDraw = False
91.5213 	EXP 	level_text: autoDraw = False
91.5213 	EXP 	level_text: text = 1
91.5213 	EXP 	question_text: autoDraw = True
91.5213 	EXP 	level_text: autoDraw = True
92.0436 	DATA 	Keypress: lshift
92.5484 	DATA 	Keypress: up
92.5560 	EXP 	question_text: autoDraw = False
92.5560 	EXP 	level_text: autoDraw = False
92.5560 	EXP 	level_text: text = 1
92.5560 	EXP 	question_text: autoDraw = True
92.5560 	EXP 	level_text: autoDraw = True
92.7974 	DATA 	Keypress: up
92.8058 	EXP 	question_text: autoDraw = False
92.8058 	EXP 	level_text: autoDraw = False
92.8058 	EXP 	level_text: text = 1
92.8058 	EXP 	question_text: autoDraw = True
92.8058 	EXP 	level_text: autoDraw = True
92.9436 	DATA 	Keypress: up
92.9727 	EXP 	question_text: autoDraw = False
92.9727 	EXP 	level_text: autoDraw = False
92.9727 	EXP 	level_text: text = 1
92.9727 	EXP 	question_text: autoDraw = True
92.9727 	EXP 	level_text: autoDraw = True
93.1158 	DATA 	Keypress: up
93.1230 	EXP 	question_text: autoDraw = False
93.1230 	EXP 	level_text: autoDraw = False
93.1230 	EXP 	level_text: text = 1
93.1230 	EXP 	question_text: autoDraw = True
93.1230 	EXP 	level_text: autoDraw = True
93.2641 	DATA 	Keypress: up
93.2729 	EXP 	question_text: autoDraw = False
93.2729 	EXP 	level_text: autoDraw = False
93.2729 	EXP 	level_text: text = 1
93.2729 	EXP 	question_text: autoDraw = True
93.2729 	EXP 	level_text: autoDraw = True
93.4109 	DATA 	Keypress: up
93.4400 	EXP 	question_text: autoDraw = False
93.4400 	EXP 	level_text: autoDraw = False
93.4400 	EXP 	level_text: text = 1
93.4400 	EXP 	question_text: autoDraw = True
93.4400 	EXP 	level_text: autoDraw = True
93.5662 	DATA 	Keypress: up
93.5737 	EXP 	question_text: autoDraw = False
93.5737 	EXP 	level_text: autoDraw = False
93.5737 	EXP 	level_text: text = 1
93.5737 	EXP 	question_text: autoDraw = True
93.5737 	EXP 	level_text: autoDraw = True
93.7307 	DATA 	Keypress: up
93.7569 	EXP 	question_text: autoDraw = False
93.7569 	EXP 	level_text: autoDraw = False
93.7569 	EXP 	level_text: text = 1
93.7569 	EXP 	question_text: autoDraw = True
93.7569 	EXP 	level_text: autoDraw = True
93.8813 	DATA 	Keypress: up
93.8904 	EXP 	question_text: autoDraw = False
93.8904 	EXP 	level_text: autoDraw = False
93.8904 	EXP 	level_text: text = 1
93.8904 	EXP 	question_text: autoDraw = True
93.8904 	EXP 	level_text: autoDraw = True
