3.6250 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
14.2518 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E52660D1D0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E526668A58>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.2519 	EXP 	window1: recordFrameIntervals = False
14.4181 	EXP 	window1: recordFrameIntervals = True
14.6018 	EXP 	window1: recordFrameIntervals = False
14.8519 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
14.8755 	EXP 	Sound sound_1 set volume 1.000
14.8938 	EXP 	Created question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='question_text', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=array([255., 255., 255.]), text="'Does your db SPL meter read 113 db SPL?'", units='height', win=Window(...), wrapWidth=1)
14.9009 	EXP 	Created level_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='level_text', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
14.9314 	EXP 	text: autoDraw = True
15.6390 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (11).
15.6477 	DATA 	Keypress: space
15.6524 	EXP 	text: autoDraw = False
15.6524 	EXP 	level_text: text = 0.1
15.6524 	EXP 	question_text: autoDraw = True
15.6524 	EXP 	level_text: autoDraw = True
16.7558 	DATA 	Keypress: up
16.7588 	EXP 	question_text: autoDraw = False
16.7588 	EXP 	level_text: autoDraw = False
16.7588 	EXP 	level_text: text = 0.6309573444801934
16.7588 	EXP 	question_text: autoDraw = True
16.7588 	EXP 	level_text: autoDraw = True
18.1955 	DATA 	Keypress: down
18.2049 	EXP 	question_text: autoDraw = False
18.2049 	EXP 	level_text: autoDraw = False
18.2049 	EXP 	level_text: text = 0.1
18.2049 	EXP 	question_text: autoDraw = True
18.2049 	EXP 	level_text: autoDraw = True
18.3842 	DATA 	Keypress: down
18.3887 	EXP 	question_text: autoDraw = False
18.3887 	EXP 	level_text: autoDraw = False
18.3887 	EXP 	level_text: text = 0.015848931924611134
18.3887 	EXP 	question_text: autoDraw = True
18.3887 	EXP 	level_text: autoDraw = True
18.5276 	DATA 	Keypress: down
18.5551 	EXP 	question_text: autoDraw = False
18.5551 	EXP 	level_text: autoDraw = False
18.5551 	EXP 	level_text: text = 0.00251188643150958
18.5551 	EXP 	question_text: autoDraw = True
18.5551 	EXP 	level_text: autoDraw = True
20.3496 	DATA 	Keypress: up
20.3573 	EXP 	question_text: autoDraw = False
20.3573 	EXP 	level_text: autoDraw = False
20.3573 	EXP 	level_text: text = 0.009999999999999998
20.3573 	EXP 	question_text: autoDraw = True
20.3573 	EXP 	level_text: autoDraw = True
20.7511 	DATA 	Keypress: down
20.7575 	EXP 	question_text: autoDraw = False
20.7575 	EXP 	level_text: autoDraw = False
20.7575 	EXP 	level_text: text = 0.00251188643150958
20.7575 	EXP 	question_text: autoDraw = True
20.7575 	EXP 	level_text: autoDraw = True
20.9510 	DATA 	Keypress: down
20.9578 	EXP 	question_text: autoDraw = False
20.9578 	EXP 	level_text: autoDraw = False
20.9578 	EXP 	level_text: text = 0.0006309573444801932
20.9578 	EXP 	question_text: autoDraw = True
20.9578 	EXP 	level_text: autoDraw = True
21.1182 	DATA 	Keypress: down
21.1244 	EXP 	question_text: autoDraw = False
21.1244 	EXP 	level_text: autoDraw = False
21.1244 	EXP 	level_text: text = 0.00015848931924611134
21.1244 	EXP 	question_text: autoDraw = True
21.1244 	EXP 	level_text: autoDraw = True
21.3888 	DATA 	Keypress: down
21.3934 	EXP 	question_text: autoDraw = False
21.3934 	EXP 	level_text: autoDraw = False
21.3934 	EXP 	level_text: text = 3.981071705534972e-05
21.3934 	EXP 	question_text: autoDraw = True
21.3934 	EXP 	level_text: autoDraw = True
21.8367 	DATA 	Keypress: down
21.8418 	EXP 	question_text: autoDraw = False
21.8418 	EXP 	level_text: autoDraw = False
21.8418 	EXP 	level_text: text = 9.999999999999999e-06
21.8418 	EXP 	question_text: autoDraw = True
21.8418 	EXP 	level_text: autoDraw = True
22.0646 	DATA 	Keypress: down
22.0922 	EXP 	question_text: autoDraw = False
22.0922 	EXP 	level_text: autoDraw = False
22.0922 	EXP 	level_text: text = 2.51188643150958e-06
22.0922 	EXP 	question_text: autoDraw = True
22.0922 	EXP 	level_text: autoDraw = True
22.9987 	DATA 	Keypress: up
23.0264 	EXP 	question_text: autoDraw = False
23.0264 	EXP 	level_text: autoDraw = False
23.0264 	EXP 	level_text: text = 6.309573444801933e-06
23.0264 	EXP 	question_text: autoDraw = True
23.0264 	EXP 	level_text: autoDraw = True
23.1871 	DATA 	Keypress: up
23.1932 	EXP 	question_text: autoDraw = False
23.1932 	EXP 	level_text: autoDraw = False
23.1932 	EXP 	level_text: text = 1.5848931924611138e-05
23.1932 	EXP 	question_text: autoDraw = True
23.1932 	EXP 	level_text: autoDraw = True
23.3389 	DATA 	Keypress: up
23.3438 	EXP 	question_text: autoDraw = False
23.3438 	EXP 	level_text: autoDraw = False
23.3438 	EXP 	level_text: text = 3.9810717055349735e-05
23.3438 	EXP 	question_text: autoDraw = True
23.3438 	EXP 	level_text: autoDraw = True
23.4863 	DATA 	Keypress: up
23.4937 	EXP 	question_text: autoDraw = False
23.4937 	EXP 	level_text: autoDraw = False
23.4937 	EXP 	level_text: text = 0.00010000000000000003
23.4937 	EXP 	question_text: autoDraw = True
23.4937 	EXP 	level_text: autoDraw = True
23.6210 	DATA 	Keypress: up
23.6271 	EXP 	question_text: autoDraw = False
23.6271 	EXP 	level_text: autoDraw = False
23.6271 	EXP 	level_text: text = 0.0002511886431509581
23.6271 	EXP 	question_text: autoDraw = True
23.6271 	EXP 	level_text: autoDraw = True
23.7539 	DATA 	Keypress: up
23.7603 	EXP 	question_text: autoDraw = False
23.7603 	EXP 	level_text: autoDraw = False
23.7603 	EXP 	level_text: text = 0.0006309573444801935
23.7603 	EXP 	question_text: autoDraw = True
23.7603 	EXP 	level_text: autoDraw = True
23.9543 	DATA 	Keypress: up
23.9607 	EXP 	question_text: autoDraw = False
23.9607 	EXP 	level_text: autoDraw = False
23.9607 	EXP 	level_text: text = 0.0015848931924611143
23.9607 	EXP 	question_text: autoDraw = True
23.9607 	EXP 	level_text: autoDraw = True
24.1876 	DATA 	Keypress: up
24.1942 	EXP 	question_text: autoDraw = False
24.1942 	EXP 	level_text: autoDraw = False
24.1942 	EXP 	level_text: text = 0.003981071705534974
24.1942 	EXP 	question_text: autoDraw = True
24.1942 	EXP 	level_text: autoDraw = True
24.8326 	DATA 	Keypress: down
24.8618 	EXP 	question_text: autoDraw = False
24.8618 	EXP 	level_text: autoDraw = False
24.8618 	EXP 	level_text: text = 0.001584893192461114
24.8618 	EXP 	question_text: autoDraw = True
24.8618 	EXP 	level_text: autoDraw = True
26.6230 	DATA 	Keypress: up
26.6299 	EXP 	question_text: autoDraw = False
26.6299 	EXP 	level_text: autoDraw = False
26.6299 	EXP 	level_text: text = 0.0019952623149688807
26.6299 	EXP 	question_text: autoDraw = True
26.6299 	EXP 	level_text: autoDraw = True
29.1763 	DATA 	Keypress: up
29.1825 	EXP 	question_text: autoDraw = False
29.1825 	EXP 	level_text: autoDraw = False
29.1825 	EXP 	level_text: text = 0.0025118864315095816
29.1825 	EXP 	question_text: autoDraw = True
29.1825 	EXP 	level_text: autoDraw = True
30.1214 	DATA 	Keypress: down
30.1503 	EXP 	question_text: autoDraw = False
30.1503 	EXP 	level_text: autoDraw = False
30.1503 	EXP 	level_text: text = 0.0019952623149688807
30.1503 	EXP 	question_text: autoDraw = True
30.1503 	EXP 	level_text: autoDraw = True
34.5817 	DATA 	Keypress: up
34.5881 	EXP 	question_text: autoDraw = False
34.5881 	EXP 	level_text: autoDraw = False
34.5881 	EXP 	level_text: text = 0.0022387211385683408
34.5881 	EXP 	question_text: autoDraw = True
34.5881 	EXP 	level_text: autoDraw = True
34.7315 	DATA 	Keypress: up
34.7382 	EXP 	question_text: autoDraw = False
34.7382 	EXP 	level_text: autoDraw = False
34.7382 	EXP 	level_text: text = 0.002511886431509581
34.7382 	EXP 	question_text: autoDraw = True
34.7382 	EXP 	level_text: autoDraw = True
34.8762 	DATA 	Keypress: up
34.9053 	EXP 	question_text: autoDraw = False
34.9053 	EXP 	level_text: autoDraw = False
34.9053 	EXP 	level_text: text = 0.002818382931264455
34.9053 	EXP 	question_text: autoDraw = True
34.9053 	EXP 	level_text: autoDraw = True
35.0316 	DATA 	Keypress: up
35.0386 	EXP 	question_text: autoDraw = False
35.0386 	EXP 	level_text: autoDraw = False
35.0386 	EXP 	level_text: text = 0.0031622776601683803
35.0386 	EXP 	question_text: autoDraw = True
35.0386 	EXP 	level_text: autoDraw = True
35.1594 	DATA 	Keypress: up
35.1888 	EXP 	question_text: autoDraw = False
35.1888 	EXP 	level_text: autoDraw = False
35.1888 	EXP 	level_text: text = 0.0035481338923357554
35.1888 	EXP 	question_text: autoDraw = True
35.1888 	EXP 	level_text: autoDraw = True
35.2932 	DATA 	Keypress: up
35.3221 	EXP 	question_text: autoDraw = False
35.3221 	EXP 	level_text: autoDraw = False
35.3221 	EXP 	level_text: text = 0.003981071705534973
35.3221 	EXP 	question_text: autoDraw = True
35.3221 	EXP 	level_text: autoDraw = True
35.4655 	DATA 	Keypress: up
35.4720 	EXP 	question_text: autoDraw = False
35.4720 	EXP 	level_text: autoDraw = False
35.4720 	EXP 	level_text: text = 0.004466835921509632
35.4720 	EXP 	question_text: autoDraw = True
35.4720 	EXP 	level_text: autoDraw = True
35.5824 	DATA 	Keypress: up
35.5890 	EXP 	question_text: autoDraw = False
35.5890 	EXP 	level_text: autoDraw = False
35.5890 	EXP 	level_text: text = 0.005011872336272724
35.5890 	EXP 	question_text: autoDraw = True
35.5890 	EXP 	level_text: autoDraw = True
35.7119 	DATA 	Keypress: up
35.7390 	EXP 	question_text: autoDraw = False
35.7390 	EXP 	level_text: autoDraw = False
35.7390 	EXP 	level_text: text = 0.005623413251903491
35.7390 	EXP 	question_text: autoDraw = True
35.7390 	EXP 	level_text: autoDraw = True
35.8659 	DATA 	Keypress: up
35.8726 	EXP 	question_text: autoDraw = False
35.8726 	EXP 	level_text: autoDraw = False
35.8726 	EXP 	level_text: text = 0.006309573444801932
35.8726 	EXP 	question_text: autoDraw = True
35.8726 	EXP 	level_text: autoDraw = True
36.0151 	DATA 	Keypress: up
36.0226 	EXP 	question_text: autoDraw = False
36.0226 	EXP 	level_text: autoDraw = False
36.0226 	EXP 	level_text: text = 0.007079457843841378
36.0226 	EXP 	question_text: autoDraw = True
36.0226 	EXP 	level_text: autoDraw = True
36.1446 	DATA 	Keypress: up
36.1730 	EXP 	question_text: autoDraw = False
36.1730 	EXP 	level_text: autoDraw = False
36.1730 	EXP 	level_text: text = 0.007943282347242812
36.1730 	EXP 	question_text: autoDraw = True
36.1730 	EXP 	level_text: autoDraw = True
36.2998 	DATA 	Keypress: up
36.3065 	EXP 	question_text: autoDraw = False
36.3065 	EXP 	level_text: autoDraw = False
36.3065 	EXP 	level_text: text = 0.008912509381337452
36.3065 	EXP 	question_text: autoDraw = True
36.3065 	EXP 	level_text: autoDraw = True
36.4499 	DATA 	Keypress: up
36.4563 	EXP 	question_text: autoDraw = False
36.4563 	EXP 	level_text: autoDraw = False
36.4563 	EXP 	level_text: text = 0.009999999999999995
36.4563 	EXP 	question_text: autoDraw = True
36.4563 	EXP 	level_text: autoDraw = True
36.5952 	DATA 	Keypress: up
36.6235 	EXP 	question_text: autoDraw = False
36.6235 	EXP 	level_text: autoDraw = False
36.6235 	EXP 	level_text: text = 0.011220184543019629
