2.8842 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
45.7526 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027DF5784240>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027DF57D8AC8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
45.7526 	EXP 	window1: recordFrameIntervals = False
45.9182 	EXP 	window1: recordFrameIntervals = True
46.1020 	EXP 	window1: recordFrameIntervals = False
46.3457 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
46.3682 	EXP 	Sound sound_1 set volume 1.000
46.3847 	EXP 	Created question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='question_text', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=array([255., 255., 255.]), text="'Does your db SPL meter read 113 db SPL?'", units='height', win=Window(...), wrapWidth=1)
46.3897 	EXP 	Created level_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='level_text', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
46.4193 	EXP 	text: autoDraw = True
47.9235 	DATA 	Mouse: Left button down, pos=(491,437)
48.0921 	DATA 	Mouse:  Left button up, pos=(491,437)
48.3081 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (11).
48.3164 	DATA 	Keypress: space
48.3209 	EXP 	text: autoDraw = False
48.3209 	EXP 	level_text: text = 0.1
48.3209 	EXP 	question_text: autoDraw = True
48.3209 	EXP 	level_text: autoDraw = True
50.7402 	DATA 	Keypress: up
50.7427 	EXP 	question_text: autoDraw = False
50.7427 	EXP 	level_text: autoDraw = False
50.7427 	EXP 	level_text: text = 0.6309573444801934
50.7427 	EXP 	question_text: autoDraw = True
50.7427 	EXP 	level_text: autoDraw = True
51.6318 	DATA 	Keypress: up
51.6409 	EXP 	question_text: autoDraw = False
51.6409 	EXP 	level_text: autoDraw = False
51.6409 	EXP 	level_text: text = 1
51.6409 	EXP 	question_text: autoDraw = True
51.6409 	EXP 	level_text: autoDraw = True
52.6524 	DATA 	Keypress: down
52.6587 	EXP 	question_text: autoDraw = False
52.6587 	EXP 	level_text: autoDraw = False
52.6587 	EXP 	level_text: text = 0.15848931924611132
52.6587 	EXP 	question_text: autoDraw = True
52.6587 	EXP 	level_text: autoDraw = True
53.7680 	DATA 	Keypress: up
53.7759 	EXP 	question_text: autoDraw = False
53.7759 	EXP 	level_text: autoDraw = False
53.7759 	EXP 	level_text: text = 0.630957344480193
53.7759 	EXP 	question_text: autoDraw = True
53.7759 	EXP 	level_text: autoDraw = True
54.8480 	DATA 	Keypress: up
54.8774 	EXP 	question_text: autoDraw = False
54.8774 	EXP 	level_text: autoDraw = False
54.8774 	EXP 	level_text: text = 1
54.8774 	EXP 	question_text: autoDraw = True
54.8774 	EXP 	level_text: autoDraw = True
55.9556 	DATA 	Keypress: down
55.9617 	EXP 	question_text: autoDraw = False
55.9617 	EXP 	level_text: autoDraw = False
55.9617 	EXP 	level_text: text = 0.251188643150958
55.9617 	EXP 	question_text: autoDraw = True
55.9617 	EXP 	level_text: autoDraw = True
56.7721 	DATA 	Keypress: up
56.7791 	EXP 	question_text: autoDraw = False
56.7791 	EXP 	level_text: autoDraw = False
56.7791 	EXP 	level_text: text = 0.6309573444801932
56.7791 	EXP 	question_text: autoDraw = True
56.7791 	EXP 	level_text: autoDraw = True
57.6711 	DATA 	Keypress: up
57.6802 	EXP 	question_text: autoDraw = False
57.6802 	EXP 	level_text: autoDraw = False
57.6802 	EXP 	level_text: text = 1
57.6802 	EXP 	question_text: autoDraw = True
57.6802 	EXP 	level_text: autoDraw = True
58.8406 	DATA 	Keypress: down
58.8479 	EXP 	question_text: autoDraw = False
58.8479 	EXP 	level_text: autoDraw = False
58.8479 	EXP 	level_text: text = 0.39810717055349726
58.8479 	EXP 	question_text: autoDraw = True
58.8479 	EXP 	level_text: autoDraw = True
60.0417 	DATA 	Keypress: up
